geneid,CAT1,CAT2,CAT4,CAT5,CAT16,CAT36,CAT7,CAT12,CAT13,CAT25,CAT34,CAT38,CAT39,CAT11,CAT14,CAT17,CAT19,CAT21,CAT22,CAT26,CAT27,CAT28,CAT32,CAT33,CAT35,CAT20,CAT23,CAT24,CAT30,CAT31
acot8,0.0,0.300230515,0.531431278,0.124666533,-0.382539879,0.0,-0.450504385,0.0,1.08076465,-0.026292484,0.0,0.521733912,0.0,-1.353508083,0.0,-0.443679988,0.027509999,-2.759446432,-1.009558054,0.00566738,-1.799228825,0.315065615,-0.270756797,-0.526083248,0.109465802,-0.080563885,-0.494660431,-0.589232493,-0.983084642,0.0
acot9,-0.008436389,1.563935829,0.284596579,1.502206873,0.931507602,0.402341242,1.092118309,0.0,0.0,0.355464375,0.313617484,1.236464702,0.076452612,-0.037107191,0.664660251,0.698575873,0.570775981,-0.052028867,0.058450479,-0.115330254,-0.072688125,0.797076079,0.24431199,-0.384897109,0.389803556,-0.001361348,0.077575817,-0.111007498,-0.048028642,0.918550552
acox1,-0.075728187,0.830190242,-0.164075466,-0.775853157,0.160114422,0.358714162,0.5066738669999999,0.0,0.0,-0.19962508,1.371006022,-0.367767128,-0.164240499,-0.273158737,-0.577823623,0.057778531,0.102740349,-0.414345914,0.52277034,0.0,-0.208232068,0.0,0.343429219,0.064230498,-0.852843442,0.124782723,-0.59326928,-1.121434212,0.470373567,0.0
acox3,0.0,1.203172766,0.337560318,-0.016314644,0.175497993,0.0,1.371024724,0.0,0.0,-0.425791587,0.128311711,0.095745371,1.428555855,0.1463,-1.093646909,-0.431835209,-0.14538446,-0.89773825,0.256145227,0.71722982,-0.75658779,0.470348037,-0.561716347,-1.119409981,0.218698308,-1.749381804,-0.740030386,-0.487423942,0.0,0.0
acp1,0.067700441,0.682364947,-0.262688508,0.793329548,0.371547885,0.294189008,0.759634021,0.0,0.835131197,0.653732279,0.981306589,-0.351667217,-0.033213091,-2.254931622,-0.88247393,-1.294081501,-0.000575622,-1.675211633,0.168086486,-1.004881558,0.0,0.394175702,-0.909842389,-1.057614154,0.270538387,0.512308857,0.098375633,0.751155224,1.232619295,0.0
acp2,-0.293251073,0.172672622,0.254906462,0.124711083,0.144598637,0.407432327,1.468840538,0.0,0.0,0.944855456,1.856818539,0.0,-0.441116676,-0.997831698,0.0,-0.393722909,-1.827272625,1.443042153,1.004678649,0.0,0.0,0.0,1.698758669,-0.442983476,0.0,0.0,-1.804635893,-0.91005471,0.0,0.0
acp6,0.0,0.605336049,0.994937477,0.0,0.320083737,0.0,-1.916439349,0.0,-1.723416688,-0.270898571,-0.925120719,0.27361497,-3.374912429,0.614846467,0.325862496,1.061249597,1.196817521,0.114413833,-0.059978111,0.050189967,1.853003112,1.007380959,-0.129058037,0.266144351,0.465822323,0.0,-0.627593936,0.0,0.0,0.0
acsf3,0.0,0.214905408,0.699151171,-0.020223792,0.207233767,-0.024911068,-1.351351237,0.0,0.0,-0.03641821,-0.771560481,-0.018646198,0.0,0.0,0.0,-1.591251371,-0.059564512,-1.067941277,-2.408176618,0.0,0.0,-0.1739182,-1.319656875,0.051815321,2.632132878,0.0,-1.299780424,0.551891542,0.0,0.0
acsl1,0.0,-0.048348612,0.145778212,-0.67992304,0.510059058,-0.273688566,0.038027708,0.0,0.0,-1.262533912,-0.546226704,-0.035122895,0.825692677,0.327642998,-0.521521784,-0.225387105,-0.1240344,-0.313467002,0.964930447,0.063488079,-2.292343929,0.478374252,-0.118364954,-0.547560841,0.135240108,0.697282843,0.549178735,-1.306518871,-0.964041357,0.0
acsl3,0.271821986,0.570237986,0.428597623,0.384712947,0.900086612,0.587665178,-0.10406371,0.0,0.584702884,0.051108178,0.622740031,0.621387227,1.43253265,0.487279339,1.980443667,1.897509176,0.92806749,1.466687294,0.888375003,0.0,2.129235887,0.0,1.451492493,1.403977059,1.851230353,-0.033515729,-0.057578934,-0.126881536,0.683171238,0.321151728
acsl4,-0.026005928,0.701794631,0.460526427,1.766926898,0.756910135,-0.224049076,0.076626993,-0.729140592,-0.252365546,-0.430661695,-0.694383682,0.364631462,0.579215441,0.718990244,0.133864838,0.83067503,0.630186196,0.137731586,-0.727761063,-0.075074653,0.394640575,0.334236552,1.031224342,0.55245343,-0.003830346,0.0,1.54756531,-0.008521341,0.0,0.0
acss2,0.0,0.536915389,-0.349681779,0.0,0.007874459,-0.329868303,-0.200002091,0.0,0.0,-0.510893481,-0.353962388,0.088678741,-1.092570618,0.0,0.0,-0.385512619,0.144104727,-0.24947828,-0.88675151,0.176979313,0.0,1.880954296,0.628003904,0.787961308,0.429692124,0.0,-0.900836109,-0.895719751,0.0,0.0
actb,0.0,0.708514179,-0.659058849,1.129744268,0.338931901,0.433465522,-1.520443695,0.0,0.0,-0.138454746,-1.167765001,0.0,-1.102620865,-0.605900293,-1.312994274,-0.96405543,-0.220537671,-1.249659577,-0.304660157,-0.544913386,-0.952742404,0.365465962,-0.005365408,0.334446436,-1.189077804,0.0,0.796605117,0.34303111,0.006799688,-0.802050851
actg1,2.647667086,0.622869583,0.0,1.571266108,0.500853843,1.337812435,-1.401400381,-1.691159098,-1.687376705,-0.157077843,-0.849123281,0.198519755,-1.064968073,-1.324963354,-1.547024625,-1.269888875,-0.283676482,-0.577345074,-0.463994277,0.0,-1.641491191,0.254793118,-0.59285678,0.009422985,-0.896666563,-0.165561331,-0.184262231,-0.793604948,-0.89463292,-0.163371418
actl6a,-0.16611444,-0.241779177,-0.039118878,-0.910841507,0.932272016,0.078072057,-0.208995948,0.0,0.0,0.190132708,-0.240488031,0.0,0.187982194,-0.647536308,-0.519261008,-0.424404343,-0.160032561,-0.349676629,-0.068033228,-0.811869963,-1.404742037,0.384581573,-0.694120895,-0.849885015,-0.187430672,0.0,0.449747711,0.757942313,0.496141619,0.66458769
actn1,0.377781131,-0.063000931,0.865744704,1.145835062,0.480371758,0.43355846,-0.18429317,0.301683962,0.0,-0.257428639,1.312491801,-0.279590418,0.053085796,0.604673903,0.564039092,0.806566719,0.537517217,1.044258755,-0.126507682,-0.398589793,-0.108960365,0.2392191,0.060486448,0.517453823,-0.468448156,-0.601473125,0.627775525,0.092351372,-0.75394101,-0.298981889
actn4,0.671748581,-0.591589021,0.285234264,0.05851071,0.0,-0.303081906,-0.924330361,-1.335553095,0.0,-0.245462008,-0.239085664,-0.213798184,0.526484375,0.85172393,0.004204072,-0.09370264,0.171996529,-0.12004264,1.232420166,-0.251136839,-0.307503771,0.164107013,0.736000832,-0.098402808,-0.481086237,-0.177343718,0.176938224,-0.200389146,-1.451731396,1.503342857
actr10,-0.659914194,1.20587769,-0.139150213,0.494485821,0.599854693,0.821393702,-1.073966322,0.0,0.0,-0.057088343,-1.133784495,0.947778909,-2.767245473,0.869954043,-0.716538686,-0.306471016,0.08102499,-0.034641569,0.63307974,0.362139884,0.0,-0.030621223,0.322823965,-0.00410181,-0.018089033,0.0,0.721672094,-0.212777775,-0.041609618,0.0
actr1a,0.309881736,0.795091035,0.429355354,0.55774353,0.766287366,0.633106501,-0.194241678,0.0,-1.359208491,-0.186100706,-0.707338715,0.133319214,-0.780240615,0.042282823,-0.438092346,-0.153827084,0.329468569,-0.480714987,0.779439749,0.750032508,-0.272919236,0.497006772,0.033288412,1.653607534,0.105427475,0.042233972,-1.180233207,-1.214023212,-1.610842232,0.0
actr2,0.037932736,-0.866768985,-0.212149476,-0.661146644,0.037453146,-1.056928548,0.548630336,0.0,0.061244286,-0.012367878,-0.051501609,0.064081878,-0.459147328,0.458252978,2.02126168,1.255496974,0.92292725,1.034224887,0.315157229,0.022488746,1.718944552,0.391850495,1.146771933,0.768233978,-0.536504778,-0.109524918,0.550327544,-0.210155956,-1.336865335,0.072777808
actr3,-0.400598325,0.470495659,0.492616798,0.539482005,0.548536808,0.383644416,-1.024109338,0.0,0.599592211,0.241741246,-0.324013799,0.205021527,-0.046146803,-0.020291082,-0.112577905,-0.483151394,-0.31346593,0.152628459,0.140298003,0.105090795,-1.014579344,0.364697674,0.449229716,0.296519819,-0.753410424,0.095912423,0.599044132,-0.315947283,0.394339807,-0.112021279
actr5,1.762094201,1.134177788,0.847681875,0.0,0.616012285,0.0,-1.250442176,0.0,0.0,-0.020724686,-0.546527029,0.768991282,-1.645792043,0.815448408,0.0,0.18573502,0.358416077,-0.277198837,-0.39825656,0.0,0.0,0.0,1.204344426,0.0,0.0,0.0,-1.139670273,2.198374062,0.0,1.428920026
actr6,-0.392491681,1.091906078,-0.123706736,0.302545841,0.862305906,0.398397284,0.02446346,0.0,0.0,0.222829188,0.80939124,0.99738116,0.969682948,1.207626451,0.0,0.930262675,0.876872958,3.000259135,0.893305847,0.0,1.259365786,0.0,1.604774217,-0.166365916,0.0,0.0,-1.515467258,0.044952081,0.0,0.0
actr8,0.198130172,1.04773955,0.262179692,0.477473546,0.423206593,0.595750139,-1.012122201,0.0,-1.043351837,-0.301716297,-0.973430062,0.07903677,-0.121564051,-0.940542779,-0.75146025,-0.054636405,0.0550312,-0.243701667,-0.638268296,0.0,-0.639288528,0.0,-0.35653214,-0.815885051,-0.146437574,0.0,-3.130748588,-0.857749445,0.0,0.0
acvr1,0.0,-0.037930737,-0.136932442,-0.076051287,-0.218279811,0.0,0.665064524,0.214989016,-0.005304641,-0.133685481,0.372529309,-0.34228572,1.204988856,-0.286264021,2.930057196,2.388627836,1.15271865,0.733388907,1.113721041,0.0,0.0,0.0,2.092022871,0.513938862,0.0,0.0,0.844173183,2.223121483,1.770074885,0.0
acvr1b,0.0,0.036662707,0.028777058,0.0,0.598023516,0.519860041,1.237189684,-0.326085456,0.886800682,-0.078299448,1.840842916,0.0,-0.051206141,1.765936902,0.932338581,1.601012072,1.177845443,0.301041945,0.673973105,0.0,0.90994937,0.0,1.773478629,0.727094533,0.0,0.0,1.070290113,3.098006027,1.710574411,0.787144685
acvr2a,0.0,-1.628063028,0.0,0.0,-0.821413127,0.0,0.44578922,0.508312382,0.844518927,-0.037744825,0.953460615,0.0,0.85856037,0.060505668,1.990465991,0.916196868,1.505452109,-0.504182167,0.097362678,0.0,0.0,0.0,-1.039723634,-0.200249837,0.0,0.0,0.017613134,2.747114389,1.261569149,-0.759458448
acy1,0.0,0.67762436,0.583062899,0.431056427,0.287263949,0.0,-1.89315113,0.0,0.0,-0.460554545,-0.47949848,-2.49169814,-1.162784008,0.189887041,0.0,-1.4371798,-1.68140592,0.0,-0.288780098,-0.242683634,-0.208232068,-0.408461179,-1.395232592,0.551468338,-0.064691167,0.0,0.859319536,0.0,0.0,0.0
acyp1,0.0,0.550676694,0.0,0.0,0.532017649,0.0,-1.317736523,0.0,0.0,-2.751754153,-0.36061367,-0.18351455,-2.022591179,0.0,0.0,-0.604590237,-2.854418116,-2.791556185,-0.927766125,0.053448586,0.307076727,0.591725945,-1.001154424,0.0,0.244123576,0.0,0.489915101,1.70501019,0.75086635,0.0
ada,0.0,-0.989940541,0.0,0.0,0.272422744,0.050816894,-1.709819083,0.0,0.0,-0.061057639,-0.887249401,-6.613543976,-1.460334487,-1.149150634,-0.999615879,-0.569163086,-0.326031797,-3.1703975,-1.616381609,0.095392401,0.0,0.267959107,-1.408317582,-2.412765456,0.067328259,0.0,-0.988241443,-0.714191727,-0.425759081,-1.333279453
adam10,0.660195808,-0.811153598,-1.064162688,-0.930306625,-0.132942579,-1.456429783,1.737162348,-0.505666582,0.279928077,0.54518518,1.535067019,0.297315322,-0.019342402,0.596067263,0.18307393,0.346734694,0.233335105,0.007417165,-0.408175949,-0.054389367,0.065146831,0.152523934,0.106246881,-0.046017048,-0.027470484,0.0,1.231579958,0.360894811,-0.360765571,1.419115319
adam15,-0.202819699,-0.435205321,-0.25447706,-0.542492613,0.727169513,0.589280901,-2.176141432,0.0,0.0,0.042740408,-1.675081239,0.0,0.0,0.0,0.0,-0.002453305,0.0,-0.141264428,0.60839437,0.0,0.0,0.0,1.071956451,-0.459459959,0.0,-2.385772781,-1.528739799,-1.719135108,-0.281814387,0.0
adam17,0.176698222,-0.145593829,-1.071317954,0.0,-0.005752113,-1.130211221,0.146262895,0.0,0.0,0.003080352,0.411504212,-0.282480917,0.891945622,0.029013976,0.49717827,0.815753896,0.602936624,0.305375733,0.558517983,-0.222633313,0.889006198,-1.210637243,0.336825089,0.429386607,-0.477584125,0.0,0.539093588,-0.411769251,0.397843398,-0.837439108
adam9,-0.172951322,-1.164666234,-2.570640326,-1.389843469,-0.150506363,-1.514533109,0.095737278,0.0,0.204786856,0.031662272,0.544770634,-0.292212398,1.314850169,0.709349266,1.232393695,1.218594265,0.597281469,0.359805636,1.288643743,0.0,0.307076727,0.0,1.774601897,0.883874294,-0.693308532,0.0,1.185016495,0.454002305,-0.546421875,0.0
adamts17,0.0,0.0,0.0,0.0,3.191273068,0.0,-0.361212088,0.0,0.0,-0.074475047,1.104942303,0.0,-1.296812632,0.375972239,0.050048551,1.104482659,0.960177354,0.702757154,0.178009338,0.339665228,0.707784752,0.0,2.454615919,1.113886416,0.0,0.0,-1.62112605,-1.177962904,-0.206570895,0.0
adar,-0.211471199,-0.706848047,-1.174309882,-1.493158298,-0.417497188,-1.581037017,1.65971988,0.0,1.025981673,1.225721988,1.184630387,0.012917824,1.075293732,-0.012848555,-0.060041507,0.556481446,0.318784254,0.015224023,0.783515471,0.0,0.520949201,0.0,0.049346845,0.583792762,0.0,0.0,0.314559307,-0.226758718,-0.732843374,-0.272472103
adarb1,0.0,-1.62309882,0.0,-0.053222595,0.118342883,-2.361189528,1.495027989,0.0,0.0,0.669505068,0.865069138,0.0,0.665931725,-2.219136564,0.0,0.571895005,0.549614441,0.248146255,-0.35517427,0.0,0.0,0.0,-0.317900518,0.163456381,0.0,0.0,-0.549954012,0.455491557,1.430410687,0.0
adck2,0.0,-1.444648004,-0.705056244,0.0,-0.131298074,-0.578712571,-0.779132877,0.0,0.0,0.0,0.0,0.042980198,0.0,-0.958497542,0.112604342,-0.23869736,-0.706484913,0.777435418,-2.455691859,-0.607736449,-1.238849658,1.17358537,-1.474832309,0.72028704,0.089764009,0.0,-0.053029232,0.937257853,0.369788845,0.0
adcy3,0.0,-1.565878299,-0.673250583,-2.89194718,0.074324367,-2.227676344,-2.222744251,0.0,0.0,-0.255240387,0.582007525,0.0,0.0,0.0,0.0,-0.953369262,-0.148913497,1.02046929,-0.131665732,0.0,0.0,0.0,2.021613088,0.192396863,-1.874650681,0.0,-1.714537846,0.16089954,0.025374831,-0.166267276
adcy9,0.0,-1.784284564,-2.013415754,-1.519155558,-0.473990245,-1.574949164,-0.819051582,0.0,0.0,-0.290478294,-1.134161581,0.0,-3.13700757,0.705509769,-0.054160899,0.054433611,0.560577088,0.771783949,0.033623669,0.0,-0.208232068,0.0,0.0,0.226906623,-1.572972971,0.0,-0.688583232,-0.049510426,-0.373569351,0.69694759
add1,0.049406217,-0.525127,-0.533564344,-0.58946854,0.33808994,-0.711187261,1.226188234,0.0,0.0,0.063449185,-0.058650971,-0.629922684,0.629911395,1.134919926,-0.671524084,0.585074075,0.481732365,-0.123032648,1.019178197,0.354258518,0.079393947,0.441980923,0.760612882,0.987127251,-0.216381288,0.0,0.619450104,-0.550034245,-0.375899293,-0.426927665
add2,0.0,0.0,0.104928423,0.0,1.024481051,0.0,0.906726018,0.0,0.0,-0.207183989,0.0,0.0,0.0,1.279844753,-0.391438566,-1.661670087,-0.293818579,0.020483559,-0.184466936,-0.340668872,-1.404742037,-0.5180194,-1.722439062,-1.11140775,0.18542718,0.0,0.161820543,-1.315272168,-1.288274264,0.0
add3,-1.131451062,-0.638637985,-1.691054483,-2.1803119,0.008950626,-1.116456356,-0.041249394,-0.033322351,0.785730641,0.241880619,0.409400655,-1.403431195,0.70112158,0.698480899,0.719195685,1.668060264,0.858250511,-0.047371831,0.717643485,0.0,0.767291177,0.0,1.099956308,1.13152189,-0.852955101,0.0,1.010049842,3.036214675,1.439847738,-0.142447083
adgra3,0.0,0.0,0.0,0.0,-0.162876892,0.0,0.677478773,0.0,1.886191546,0.368885546,0.449805629,0.0,0.64224019,0.0,0.330682533,0.581054685,0.531710211,0.105281883,-0.140935315,0.0,0.352147098,0.0,0.72233372,0.466057644,0.0,0.0,1.638503655,1.05961353,-0.135635679,1.880913735
adgrg1,0.0,0.0,0.0,0.0,-0.245124667,0.720974718,1.894222819,0.0,0.0,0.18594352,1.508610783,0.0,-2.247761161,0.0,-0.293271534,-0.261157513,0.030730748,-0.182263877,0.080763371,-0.879081916,0.136948249,1.595186238,-0.267441412,-0.904314462,-0.406784311,0.0,0.255596235,-2.032522104,0.155763892,0.0
adh5,0.103835519,0.871279228,0.0,0.16689668,0.46275405,0.223513438,-0.277174712,0.0,-2.339010934,-0.289119244,-0.974596417,-0.66243133,0.165655327,0.92268582,-0.574718528,0.669586916,0.802824843,0.325251811,0.612480342,0.144927401,0.553996128,0.36734023,0.702201146,0.463358274,0.0754985,0.334769993,0.505265426,0.955791698,0.162085442,-1.161391119
adi1,-0.247006744,0.236733928,0.611425767,0.514279928,0.273787651,1.313419795,-1.2923798,0.0,0.0,-0.129467195,-2.184918367,-0.483547253,-0.40728155,0.0,0.0,-2.217901735,0.587819747,0.0,-0.379154377,0.0,0.0,0.0,1.312309,-0.361204983,-0.360081049,0.0,-0.140246147,-0.34722214,0.93007887,1.082717954
adipor1,-0.417298537,-1.865191056,-2.174750986,-1.771791514,0.108263131,-2.076212519,0.181064485,0.0,0.0,-0.04803812,-0.232361278,0.0,-0.433295365,-1.11412547,-0.309496855,-0.904075183,-0.243383353,0.637719939,0.333042571,0.0,-0.723540863,0.0,0.550655685,0.21624526,-0.544201023,0.0,-0.210953401,-1.648995966,-1.087199306,-0.452954546
adipor2,0.0,0.329397391,0.848083841,0.927474357,0.0,0.875173698,-0.568464463,0.0,0.0,-1.024605289,-0.994507801,0.0,1.026218635,0.0,-0.639467136,-0.757838095,-2.096783043,-0.086073918,-0.257789501,0.0,0.0,0.0,0.191724917,-0.965297808,0.0,0.0,-0.568358736,-0.676388179,-0.586453327,-0.98189975
adk,0.135194612,0.756670256,0.490589832,0.82398723,0.775412799,0.485757985,1.747513357,0.507231401,-1.859271327,0.662434609,0.104266412,-0.658763207,0.233136827,-0.116997154,-0.667182767,0.149225254,0.212108124,-0.778174066,0.734049589,0.051741219,-0.495772033,0.318925537,0.415572687,-0.089957083,0.42102808,0.396321695,0.105145014,-0.1172269,0.0,0.0
adnp,-0.153730805,-1.323943038,-1.036683024,-1.466795572,-0.454899135,-1.496143782,0.368937622,0.397820336,0.0,-0.257240581,-0.621464849,-0.406605274,0.679968694,0.0,0.0,-0.248385744,-0.195989075,-1.745473499,0.386383858,0.0,0.0,0.0,-1.816979884,0.0,0.0,0.0,0.208768095,-0.175535141,1.27607746,0.0
adnp2,0.0,-2.014756643,-0.875045372,-1.661326052,0.283686152,0.0,1.028598803,0.353954804,0.026413181,-0.049808983,0.181020999,-0.138739936,0.124919507,1.436296743,-0.350382358,0.232531269,0.312342672,-0.260997061,0.82888529,0.0,0.646646199,0.0,0.562609452,-0.176337486,0.0,0.0,0.720923516,-0.097977513,0.095673925,0.105143942
ado,0.0,-0.756440451,1.209058926,-0.03932064,0.695300057,0.702252327,0.508784547,0.0,0.0,0.083847907,0.06191786,-0.56060699,0.557369281,-1.185594912,0.0,-0.795870694,-0.307356194,0.0,-1.533848957,0.072245775,-0.509668389,-1.720955829,1.225550545,0.594578093,-0.133746186,0.0,0.506495195,0.741219408,0.485804082,0.366861306
adprh,0.0,0.0,0.0,0.0,-3.380974775,0.0,-0.661628531,0.0,0.0,-0.110214421,-0.335623481,0.032107639,0.330855388,-0.640994704,-1.075841844,-0.520956653,0.060801217,-0.555676256,-0.387612519,-0.003390221,-1.784506889,0.36327098,-0.081462453,-0.145683263,-0.114081674,0.0,0.311075287,0.0,0.0,0.0
adrm1,-0.059989766,0.47773675,1.122671607,0.307427751,0.565320633,1.095593476,-1.65348675,-2.228891593,-1.946832905,0.077809366,-0.751056143,-0.527747679,-1.390206564,-1.488038999,-1.003955674,-1.012143982,-0.292540988,-0.004415865,-1.300208523,0.0,0.0,0.948437753,-1.38730482,-1.04990254,0.0,0.268883973,0.776674249,-0.108954069,0.877399132,0.646740508
adsl,0.863232116,0.954161329,0.805458522,1.043023758,0.714000454,0.665783092,0.021320047,0.0,-0.011801875,-0.101652964,-0.780581702,-0.30928516,0.372958582,-1.619436144,0.0,-0.584137691,0.1489155,-0.590254146,-1.954400707,-0.089616569,0.0,0.334015941,0.6997866,0.680084664,0.171668105,0.206530764,-0.015440406,-1.761934725,0.0,0.0
aebp2,0.0,-1.466286966,-0.84248349,-0.433007625,0.347010458,0.273451588,-0.207449306,0.0,0.910117816,0.411677683,0.10932652,0.0,-0.597742705,0.225138356,0.535530504,1.281398909,0.474784263,0.456711204,0.591696791,0.0,0.68684158,0.0,1.322523148,1.141938131,0.0,0.0,1.096280768,0.694873777,0.0,0.0
aen,0.0,0.001513661,0.549841468,2.81565734,0.524358444,1.122224468,-0.540304585,0.0,0.0,-0.057740998,-0.851117473,0.0,1.456791606,-0.758571096,0.0,0.171863905,-0.475642405,-0.270242832,0.506359357,0.0,-0.811104711,0.0,0.315243852,0.0,0.0,0.0,-2.06099379,0.118207919,0.844796325,-0.103910511
afap1,-0.817694791,0.773981395,0.451940016,0.776890249,0.238646586,0.098904837,1.763939605,0.0,0.0,-0.222072589,1.564588821,0.0,0.045950003,0.218184243,0.789971061,0.483189925,-0.039398549,0.171253823,0.786664114,0.0,0.0,0.0,0.632985747,-0.410098573,-3.567754067,0.0,-0.269218741,-0.165315038,-1.775186064,0.025316897
afdn,0.0,0.0,0.0,0.0,0.391935073,0.0,2.02460785,0.0,0.0,1.026928573,1.659552708,1.056909253,0.910617126,0.0,0.0,0.294536378,0.400993568,-0.028777962,0.52419021,-1.485407183,-0.220520504,0.114745865,1.527459708,0.0,-0.882218303,0.0,0.608007169,-0.529353355,0.743714094,-1.504095794
aff1,-1.184514089,-0.607281795,-0.211431543,-1.416798885,0.132916764,-1.923146117,0.347482042,0.0,0.0,-0.731074872,-0.729945389,0.0,-1.959935027,-0.449515381,0.254717014,0.36799947,0.310536985,0.03764334,0.371020293,0.0,0.194949947,0.0,-0.915479478,-0.219995151,0.0,0.0,-0.270869498,-1.208932959,-0.911132705,-1.105334786
aff4,-0.327375541,-1.387689192,-0.686897839,-1.769195096,-0.047931362,-1.891265879,2.858463977,0.760278754,1.182453936,0.436337284,2.368256922,0.0,0.399601529,0.113030612,-1.063476631,-0.354705096,0.17966466,0.022532327,-0.31089725,0.0,1.123821844,0.0,-0.284773853,0.164676459,0.0,0.0,1.232028958,1.078532387,1.111690024,0.311697788
afg3l2,-0.772931775,0.249215904,0.471860972,-0.446899339,0.640119905,0.299680205,-1.689727809,-0.555817658,-0.713415673,-0.102086985,-1.610018764,-0.257799309,-0.08138679,0.165380374,-0.888988174,-0.193744761,-0.127037002,-0.421552508,0.1446061,0.206611997,-0.583736545,0.239555869,0.034309294,0.046247832,0.287053372,0.076235826,-0.584193673,-1.290860793,0.887371285,-0.550042772
afmid,0.0,0.807432516,0.05249843,0.749419377,-0.325607089,0.0,-1.411977233,0.0,0.0,0.020215316,0.0,0.103521542,0.0,-0.556590123,0.0,-0.555752835,-0.222529708,-1.280141221,0.21038441,-0.282357166,-0.208232068,1.41484101,-1.223857525,-2.908670074,0.0,0.0,0.126692353,-1.187110605,0.0,0.0
aftph,0.0,-2.233035536,-4.62342367,0.0,-0.84444818,0.0,0.97959972,0.0,0.0,-0.232821158,0.77081832,0.369190563,0.941755832,-0.394339108,-0.203547889,-0.203960847,-0.023372539,0.328129034,0.790444918,-0.639792908,0.0,-1.054282471,-0.817877066,0.118506153,-0.154626669,0.0,-1.650620046,-0.217871776,0.0,0.0
